"name","description","address","zipcode","city","longitude","latitude"
"Crias","Faciliter la vie à domicile des personnes en perte d’autonomie et/ou en situation de handicap.","71C Cours Albert Thomas","69003","LYON","4.8674168","45.747082"
"Rucher pédagogique des Gones","La sensibilisation à l’environnement dans le sens large du terme, et plus particulièrement par la découverte, l’initiation  en apiculture de tout public, notamment les scolaires et apprentis
L’organisation et/ou la participation à des événements en lien avec l’apiculture et plus généralement la nature","33 Rue Saint-Jean-de-Dieu","69007","LYON","4.8454807","45.7242317"
"Mouvement du Nid - Délégation du Rhône","Basée à Lyon, la délégation du Rhône accompagne les personnes en situation de prostitution et les professionnel.le.s du département.","70 rue Rachais","69007","LYON","4.848846","45.749419"
"Nationsorg","Cette association a pour objet : Nationsorg est la plateforme internationale de le réalisation des projets différents en commun
Convergence des francophones et étrangers
L'organisation d'événements et de fêtes internationales
L'organisation de manifestations sportives
L'échange linguistique et culturel avec la mise en place d’atelier et de soirées de rencontres.","75 Cours Richard-Vitton","69003","LYON","4.893574","45.753358"
"Centre socioculturel du Point du Jour","Association de proximité, le centre social propose de nombreuses animations et activités pour tous les âges.","10 Impasse Secret","69005","LYON","4.7946111","45.7555927"
"Association Régionale des infirmes moteurs cérébraux","L’ARIMC gère des établissements et services qui proposent un
accompagnement des personnes atteintes de paralysie cérébrale ou
de troubles neuromoteurs, de la petite enfance à l’âge adulte. Ces lieux
de vie sont conçus pour répondre aux besoins des usagers et favoriser
leur épanouissement.","20 Boulevard de Balmont","69009","LYON","4.8004251","45.7848313"
"Eris, ""Tu seras""""","Eris a pour mission de faciliter l'intégration des personnes réfugiées dès leur arrivée en France. Nous adoptons une approche globale de l'intégration en associant apprentissage du français, découverte de la culture française, création de lien social et accompagnement vers l'insertion socio-professionnelle. Pour cela, nous mettons en place des programmes intensifs aux activités complémentaires qui favorisent un suivi individualisé et qui permettent à chaque participant d'être acteur de son parcours d'intégration. Ainsi, Eris agit comme un tremplin vers l'autonomie et la confiance en soi !","13 bis Rue Girié","69003","LYON","4.8763223","45.7536899"
" Les Foyers Matter - Programme Devenirs","L’Association Les Foyers Matter, reconnue d’utilité publique, est née en 1982 de la fusion de deux Associations, toutes deux d’inspiration protestante :les « Œuvres Etienne MATTER » fondées à la fin du 19ème siècle et « le Foyer du jeune libéré » fondé en 1960.","7 Rue Marc-Antoine Petit","69003","LYON","4.8242942","45.7454927"
"Handicap International","Handicap International est une ONG de solidarité internationale qui intervient dans une soixantaine de pays. ","138 Avenue des Frères Lumière","69008","LYON","4.8712211","45.7437936"
"Fondation Claude Pompidou","Centre associatif de la Mairie du 6ème","37 Rue Bossuet","69906","LYON","4.8503967","45.7679302"
"SPES soutien scolaire","""SPES soutien scolaire""c'est une association loi de 1901, apolitique, non confessionnelle, indépendante et sans but lucratif.""SPES soutien scolaire"" c’est une rencontre chaque semaine entre des enfants, des jeunes en difficulté et une équipe de bénévoles dans les locaux de l'Association.","13 Place de Trion","69005","LYON","4.8062071","45.7623591"
"Association Valentin HAÜY au service des aveugles et des malvoyants - Siège","Acteur historique de l’aide aux personnes déficientes visuelles, l’association Valentin Haüy, créée en 1889 par Maurice de La Sizeranne et reconnue d’utilité publique en 1891, déploie depuis plus de 130 ans un grand nombre de services et d’actions à travers toute la France afin de : défendre les droits des déficients visuels, assurer leur formation et l’accès à l’emploi, restaurer et développer leur autonomie, promouvoir l’accès à l’écrit,  proposer des activités culturelles, sportives et de loisirs accessibles.
","97 Boulevard des Belges","69006","LYON","4.8580908","45.7692536"
"Unicef  Rhône","Nous pouvons vous proposer des activités toute l’année: vous serez reçu par notre équipe d’accueil. Celle-ci vous expliquera comment est organisé notre Comité en plusieurs groupes de travail. Vous aurez la possibilité de choisir l’activité qui vous convient le mieux. Vous investirez le temps que vous souhaitez consacrer à ce bénévolat. Vous pourrez toujours choisir une autre activité quand vous connaîtrez mieux le fonctionnement interne de notre Comité. Nous pourrons vous proposer une formation si nécessaire.","73 Rue Vauban","69006","LYON","4.8490648","45.7655144"
"OPEN (Osez le partage et l'entraide)","OPEN a pour objet de faciliter l’accès à l’éducation, la culture et aux loisirs des enfants, jeunes et adultes issus de milieux défavorisés. Elle assure également des actions sociales (accompagnement des personnes isolées, maraudes au profit des sans-abris, migrants)  et élabore des stratégies globales d’actions humanitaires en faveur des plus démunis de Bamako (Mali)."," 14 rue des Tuileries ","69009","LYON","4.8017315","45.7725135"
"Ateliers Amasco, Jouer et Apprendre","Les Ateliers Amasco sont une association de parents, d'enseignants et d'étudiants spécialisée dans l'éducation et l'égalité des chances","52 rue du Colombier","69007","LYON","4.8412384","45.7459484"
"Fondation Raoul Follereau - Région Sud-Est","Organisme caritatif privé, reconnue d'utilité publique, la Fondation Raoul Follereau poursuit la voie tracée par son fondateur en luttant contre l'exclusion, qu'elle soit causée par la lèpre, la pauvreté ou l'ignorance.","3 rue de Castries","69002","LYON","4.8235157","45.7530055"
"Vos Concierges","Une association de jeunes professionnels du secteur de l’hôtellerie restauration, répartis sur toute la France, qui œuvrent pour faire découvrir leurs métiers.","22 Rue de la Républiqu","69002","LYON","4.8355907","45.7636187"
"Société d'enseignement professionnel du Rhône","La SEPR, association loi 1901 indépendante et laïque, reconnue d’utilité publique depuis 1878, est le plus grand organisme de formation professionnelle dans la région Auvergne-Rhône-Alpes.Créée en 1864 par un saint-simonien, François Barthélémy Arlès Dufour (1797-1871), la SEPR vise alors à assurer « la formation des ouvriers et des employés afin de lutter contre la misère et l’ignorance car même si l’égalité est inscrite dans la Loi, elle ne l’est pas dans les mœurs et moins encore dans les faits ».","46 rue professeur Rochaix","69003","LYON","4.8747433","45.7456171"
"Association départementale d'entraide des personnes accueillies en protection de l'enfance du Rhône","L’ADEPAPE 69 est l’association pour les personnes qui ont été accueillies dans les services de l’Aide Sociale à l’Enfance. Nous accompagnons des personnes à partir de leur majorité qui ont eu une mesure de placement à l'aide sociale à l'enfance.","54 Cours de la Liberté","69003","LYON","4.8400945","45.7577993"
"Habitat et Humanisme - Rhône","Créée en 1985 et située à Lyon, habitat et humanisme Rhône est la première association du Mouvement Habitat et Humanisme. Les personnes et les familles accueillies sont accompagnées dans leur projet de réinsertion par nos équipes mixtes de bénévoles et salariés. ","9 Rue Mathieu Varille","69007","LYON","4.8265782","45.7328811"
"Association de la Fondation Etudiante pour la Ville - Pole Grand Lyon","L’Afev est une association nationale reconnue d’intérêt général depuis 1991 qui mobilise chaque année des milliers d’étudiant.e.s pour accompagner des jeunes en difficulté scolaire et créer du lien dans les quartiers populaires.","3 Rue d'Aguesseau","69007","LYON","4.8400696","45.7542606"
"CONGREGATION DES CARMELITES D'YZERON","Regle de l'ordre du carmel et constitutions etablies par sainte therese d'avila","33 grande rue","69510","YZERON","4.592661","45.706062"
"CENTRE DE LONG ET MOYENS SEJOUR DU MONT D'OR","Hopital public hors hcl","18 rue jean chirat","69250","ALBIGNY-SUR-SAONE","4.832386","45.860768"
"HOPITAL DE BEAUJEU","Le service de Médecine de l'Hôpital de proximité de Beaujeu accueille les patients directement du domicile (sur demande du médecin traitant) ou après un séjour hospitalier (notamment aux urgences).","","69430","BEAUJEU","4.586558","46.154032"
"CITE DE L'ENFANCE","Ddass","","69500","BRON","4.910856","45.735802"
"HOPITAL DE SAINT SYMPHORIEN SUR COISE","HÔPITAL DE SAINT-SYMPHORIEN-SUR-COISE","","69590","SAINT-SYMPHORIEN-SUR-COISE","4.449903","45.632882"
"COMMUNE DE THIZY","Amicale des Donneurs de Sang Bénévoles de Thizy ","","69240","THIZY","4.294489","46.028542"
"COMMUNE DU BOIS D'OINGT","Découvrez les associations proposées par votre mairie !","","69620","BOIS-D'OINGT","4.581079","45.94761"
"COMMUNE DE SAINT GENIS LES OLLIERES","Collectivite locales / Découvrez les associations proposées par votre mairie !","","69290","SAINT-GENIS-LES-OLLIERES","4.726938","45.760554"
"COMMUNE DE BRINDAS","Collectivite locale","","69126","BRINDAS","4.704228","45.719674"
"COMMUNE D'YZERON","Collectivite locale  Découvrez les associations proposées par votre mairie !","","69510","YZERON","4.59643","45.714873"
"COMMUNE D'IRIGNY","Collectivite locale","Mairie","69540","IRIGNY","4.823005","45.673499"
"COMMUNE DE GRANDRIS","collectivité locale","","69870","GRANDRIS","4.466916","46.038324"
"COMMUNE DE SAINT IGNY DE VERS","Découvrez les associations proposées par votre mairie !","","69790","SAINT-IGNY-DE-VERS","4.442063","46.23658"
"COMMUNE DE LA TOUR DE SALVAGNY","Découvrez les associations proposées par votre mairie !","","69890","LA-TOUR-DE-SALVAGNY","4.710794","45.810764"
"COMMUNE DE SAINT-JULIEN-DE-BIBOST","Découvrez les associations proposées par votre mairie !","","69690","SAINT-JULIEN-SUR-BIBOST","4.511446","45.801334"
"COMMUNE DE VILLEURBANNE","Découvrez les associations proposées par votre mairie !","","69100","VILLEURBANNE","4.890035","45.768975"
"COMMUNE DE BRUSSIEU","Découvrez les associations proposées par votre mairie !","","69690","BRUSSIEU","4.52432","45.747414"
"PROVIDENCE SAINT NIZIER","Accueil education formation d'enfants en difficulte","36 rue pierre brunier","69300","CALUIRE-ET-CUIRE","4.830137","45.787157"
"ASSOCIATION DE L OEUVRE SAINT LEONARD","Accueil des personnnes handicapees mentales encadrement social et professionnel (cat a couzon au mont d or)","1 rue chanoine villion","69270","COUZON-AU-MONT-D'OR","4.829955","45.852058"
"SOCIETE D'ASSISTANCE ET DE PATRONAGE POUR LES AVEUGLES DU RHONE ET DES DEPARTEMENTS VOISINS","Procurer aux adultes aveugles du sexe masculin apprentissage d'un metier et leur adaptation aux conditions de vie actuelles","18 rue antonin perrin","69100","VILLEURBANNE","4.884877","45.7593"
"ASSOCIATION DE LA MAISON DE RETRAITE PROTESTANTE DETHEL","Recevoir des femmes agees valides ou convalescentes","68 avenue de la republique","69160","TASSIN-LA-DEMI-LUNE","4.777438","45.763915"
"COMITE DE LA FOIRE DE LYON","Groupe d'etudes pour toutes les questions interessant le parc d'expositions promotion de la foire de lyon","Eurexpo avenue louis bleriot","69680","CHASSIEU","4.962198","45.727986"
"ASSOCIATION AMICALE DES ANCIENS ELEVES DE L'ECOLE DE CHIMIE INDUSTRIELLE DE LYON","Perpetuer relations amicales entre les membres d'une meme promotion","43 boulevard du 11 novembre 1918","69100","VILLEURBANNE","4.872319","45.779216"
"SOCIETE DES AMIS D'ANDRE MARIE AMPERE","Perpetuer la memoire d'ampere","Musee ampere et de l'electricite","69250","POLEYMIEUX-AU-MONT-D'OR","4.796872","45.853048"
"ASSOCIATION HOSPITALIERE DE LA VILLE DE L'ARBRESLE","Gestion de l'hopital et notamment de la maternite","Bp 0116","69210","L'ARBRESLE","4.610769","45.834532"
"OEUVRE VILLEURBANNAISE DES ENFANTS A LA MONTAGNE","Assurer un sejour pendant les vacances scolaires au plus grand nombre possible d'enfants villeurbannais","Mairie","69100","VILLEURBANNE","4.890035","45.768975"
"UNION DES FEDERATIONS RHONE ALPES DE PROTECTION DE LA NATURE - UNION REGIONALE FRAPNA","Defense sauvegarde protection valorisation de l'environnement des sites des paysages des ecosystemes des milieux naturels de la faune et de la flore","19 rue jean bourgey","69100","VILLEURBANNE","4.880454","45.770435"
"ACADEMIE DE VILLEFRANCHE EN BEAUJOLAIS","Grouper les personnes qui s'interessent au passé et au présent scientifique, littéraire, artistique et économique de Villefranche et du Beaujolais.","96 rue de la Sous-Préfecture","69400","VILLEFRANCHE-SUR-SAONE","4.717221","45.988961"
"MUTUELLE INTERDIOCESAINE RHONE ET LOIRE","Mutuelle","7 chemin du pelet","69390","VERNAISON","4.813133","45.651925"
"SOCIETE DE SAUVETAGE ET DE JOUTE DE GRIGNY","Organiser des fetes nautiques et porter secours","","69520","GRIGNY","4.783866","45.606805"
"SOCIETE DE SAUVETAGE JOUTE ET NATATION DE SAINT ROMAIN EN GAL","Pratique des joutes et sauvetage nautique","Mairie","69560","SAINT-ROMAIN-EN-GAL","4.858416","45.536364"
"AMICALE 22EME 62EME BCA","Amitie et solidarite","28 avenue des sources","69130","ECULLY","4.784508","45.790779"
"AMICALE DES ANCIENS COMBATTANTS DES 134EME ET 334EME REGIMENTS D'INFANTERIEGROUPEMENT LYONNAIS","Amitie et solidarite, defense des interets des adherents","12 bis rue du mont d'or","69370","SAINT-DIDIER-AU-MONT-D'OR","4.800825","45.808802"
"AMICALE DES ANCIENS DU 5EME REGIMENT DE DRAGONS","Amitie et solidarite, defense des interets des adherents","8 allee de la scarpe","69140","RILLIEUX-LA-PAPE","4.889951","45.825182"
"AMICALE DU 19EME GROUPE DE RECONNAISSANCE DE CORPS D'ARMEE (19EME GRCA)","Amitie et solidarite entre adherents","4 rue du prieure","69130","ECULLY","4.774183","45.774751"
"ASSOCIATION LES COMBATTANTS DE VERNAISON","Defense des interets des anciens combattants","Mairie","69390","VERNAISON","4.813192","45.6479"
"ASSOCIATION DES SOUS OFFICIERS DE RESERVE DU CMD DE LYON","Grouper les sous officiers de reserve de la 14eme region","9 route du mas rillier","69140","RILLIEUX-LA-PAPE","4.905564","45.823497"
"CLUB HIPPIQUE DES TOURISTES LYONNAIS","Pratique des sports equestres","En morandin","69930","SAINT-LAURENT-DE-CHAMOUSSET","4.482227","45.735412"
"LA JEANNE D'ARC DE CALUIRE","Pratique des sports par les élèves","85 rue Jean Moulin","69300","CALUIRE-ET-CUIRE","4.849908","45.801819"
"ASSOCIATION LA JEUNE FRANCE SOCIETE DE GYMNASTIQUE ET D'EDUCATION PHYSIQUE","Pratique de la gymnastique","Maison berthy albretch","69100","VILLEURBANNE","4.877229","45.755879"
"ASSOCIATION SPORTIVE DE L'UNITE DE FORMATION ET DE RECHERCHE EN SCIENCES ET TECHNIQUESDES ACTIVITES PHYSIQUES ET SPORTIVES (AS UFRSTAPS)","Promouvoir la pratique sportive pour les étudiants et les enseignants de l'établissement et les personnes physiquement handicapés","27 29 boulevard du 11 novembre 1918","69100","VILLEURBANNE","4.862895","45.779471"
"ASSOCIATION SPORTIVE DE LA FACULTE DES SCIENCES DE LYON","Favoriser et organiser la pratique des sports de competition pour les etudiants de la faculte.","43 boulevard du 11 novembre 1918","69100","VILLEURBANNE","4.872319","45.779216"
"LIGUE SPORTIVE DES SOURDS RHONE ALPES BOURGOGNE AUVERGNE (LSSRABA)","Organiser developper controler la pratique du sport. s'affilier et coopérer avec les autres organisations régionales : comité régional olympique et sportif du rhone-alpes, bourgogne, auvergne (cros) et les comités régionaux des fédérations sportivesnationales en convention avec la FSSF.","Parc tolstoi","69100","VILLEURBANNE","4.879902","45.761948"
"ASSOCIATION SPORTIVE DES ELEVES DE L'ECOLE CENTRALE LYONNAISE","Pratique des sports par les eleves","36 route de dardilly","69130","ECULLY","4.7669","45.765581"
"ASSOCIATION D'EDUCATION POPULAIRE DU PENSIONNAT DES AQUEDUCS","Gestion du pensionnat de la croix pivort","9 rue jules chausse","69630","CHAPONOST","4.744188","45.709124"
"ASSOCIATION COMMUNAUTAIRE DE LA COOPERATIVE NOUVELLE D'ELECTRICITE","Mesures sociales en faveur du personnel","37 Rue Francine Fromont","69120","VAULX-EN-VELIN","4.941228","45.781252"
"ASSOCIATION NEIGE ET ROC","Pratique du ski","25 rue frederic mistral","69300","CALUIRE-ET-CUIRE","4.838372","45.794694"
"ASSOCIATION D'EDUCATION POPULAIRE DE LA PAROISSE DE BRULLIOLES","Formation morale physique intellectuelle des familles chretiennes","Salle de reunions","69690","BRULLIOLES","4.499578","45.76093"
"UNION GENERALE ARMENIENNE DE LYON DECINES","Pratique des sports et de l'éducation physique","38 avenue jean macé","69150","DECINES-CHARPIEU","4.956244","45.765706"
"CLUB CANIN RHODANIEN","Dressage de chiens","Maison des societe","69500","BRON","4.915795","45.736042"
"ASSOCIATION SPORTING CLUB MACCABI DE LYON","De pratiquer l education physique et sportive de la jeunesse","4 rue malherbe","69100","VILLEURBANNE","4.878366","45.767131"
"AMICALE DU PERSONNEL DES COURSES DE LYON VILLEURBANNE","Amitie et solidarite entre le personnel des societes de course","Hippodrome","69120","VAULX-EN-VELIN","4.921577","45.767981"
"SOCIETE MECANIQUE VILLEURBANNAISE SPORTS (SMV SPORTS)","Pratique des sports arts et loisirs","10 rue perou","69100","VILLEURBANNE","4.877936","45.776963"
"COMITE LYONNAIS DES MOUVEMENTS DE LA JEUNESSE ET D'ANIMATION POPULAIRE","Liaison entre les associations de jeunesse plein air et culture","39 rue lekanol","69100","VILLEURBANNE","4.866343","45.775192"
"CHALET DU TONKIN","Créer, diriger et developper les loisirs des familles adhérentes","174 rue du 8 mai 1945","69100","VILLEURBANNE","4.895745","45.770484"
"ASSOCIATION DEPARTEMENTALE DU RHONE DES ADHERENTS DU GROUPEMENT DES CAMPEURS UNIVERSITAIRESDE FRANCE","Recensement des terrains de camping, location de materiel","5 rue des tamaris","69360","SOLAIZE","4.847582","45.648888"
"MODELE YACHT CLUB LYONNAIS","Grouper les amateurs de modeles reduits de bateaux","25 rue louis michel","69100","VILLEURBANNE","4.895033","45.774394"
"LIGUE DE VOILE RHONE ALPES","Charge d'assurer les meilleures relations entre la ffv et les membres affilies de la region","7 rue du chateau","69110","SAINTE-FOY-LES-LYON","4.804576","45.736734"
"L' HARMONIE DE LIMONEST ET SON ECOLE DE MUSIQUE","L'association a pour objet l'apprentissage et la pratique de la musique","43 route de Saint Didier","69760","LIMONEST","4.775637","45.83198"
"HARMONIE DE SAINT CYR AU MONT D'OR","Enseignement musical","10 bis rue jean et catherine reynier","69450","SAINT-CYR-AU-MONT-D'OR","4.818044","45.815871"
"AMICALE DES TAMBOURS ET CLAIRONS DE SAINT FONS","Participer aux oeuvres de bienfaisance de la commune","21 rue carnot","69190","SAINT-FONS","4.857348","45.708192"
"ASSOCIATION D'ENSEIGNEMENT AGRICOLE ET DE FORMATION PROFESSIONNELLE RURALE SANDAR","Education et enseignement a caractere agricole","Chateau de Sandar","69760","LIMONEST","4.767329","45.832412"
"GROUPEMENT DES ENTREPRENEURS DE CARRELAGES MOSAIQUES ET REVETEMENT DE LA REGION RHONE ALPES","Solidarite entre professionnels","","69100","VILLEURBANNE","4.890035","45.768975"
"ASSOCIATION TECHNIQUE DU GENIE CLIMATIQUE RHONE ALPES","Etude des questions economique technique des entreprises","23 avenue condorcet","69100","VILLEURBANNE","4.867602","45.776631"
"ASSOCIATION REGIONALE MINES NEGOCE CENTRE SUD EST","Defense de la profession, etude du marche charbonnier de la region","23 rue jules valles","69100","VILLEURBANNE","4.864838","45.768896"
"ASSOCIATION DES AMIS DE LA FERRANDIERE","Organisation de loisirs et vacances pour ses adherents","34 rue richelieu","69100","VILLEURBANNE","4.87711","45.759738"
"SPORTING CLUB SAINT CLAIR CALUIRE","Pratique des sports","3 rue plessel","69300","CALUIRE-ET-CUIRE","4.837721","45.791914"
"SPORTING CLUB DE CHARBONNIERES","Pratique du tennis","Casino","69260","CHARBONNIERES-LES-BAINS","4.7332","45.786532"
"CLUB SPORTIF OUVRIER VILLEURBANNAIS","Pratique des sports","54 cours emile zola","69100","VILLEURBANNE","4.867722","45.770818"
"ASSOCIATION SPORTIVE SAINT SYMPHORIEN SUR COISE","Pratiquer l'education physique et les sports","Place de Terreaux","69590","SAINT-SYMPHORIEN-SUR-COISE","4.456647","45.632185"
"ETOILE SPORTIVE DE VAULX VELIN","Societe de chasse de duree illimitee","Mairie","69270","FONTAINES-SAINT-MARTIN","4.852177","45.843177"
"SOCIETE AMICALE DES SPORTS ET CHASSE D'ECHALAS","Organisation de la chasse","Foyer rural","69700","ECHALAS","4.699184","45.540093"
"ENTENTE SPORTIVE DE CHARLY","Groupement des differentes associations sportives sur la commune et a ce titre oeuvre a la promotion du sport a l'echelon local","Salle de reunion- mairie","69390","CHARLY","4.794519","45.649387"
"FOOTBALL CLUB SIGMA","Pratique des sports","41 47 boulevard marcel sembat","69200","VENISSIEUX","4.878583","45.714043"
"MECA SPORTS","Pratique de l'athletisme natation basket et boules","37 rue colin","69100","VILLEURBANNE","4.874223","45.773676"
"LA JEUNESSE MORNANTAISE","Pratique des sports","Rue puits de la forge","69440","MORNANT","4.671326","45.617973"
"ASSOCIATION SPORTIVE BALL CLUB (ASBC)","Pratique des sports","93 rue du 4 aout","69100","VILLEURBANNE","4.883892","45.764829"
"FIDESIENNE AMICALE SPORTIVE","Pratique des sports","16 allee alban vistel","69110","SAINTE-FOY-LES-LYON","4.78925","45.733617"
"GROUPE SPORTIF BELLEGARDIEN","Pratique des sports par les eleves","College de bellegarde","69250","NEUVILLE-SUR-SAONE","4.842917","45.869857"
"ASSOCIATION SPORTIVE DU LEP BATIMENT BRON","Pratique des sports au lycee","235 boulevard pinel","69500","BRON","4.88713","45.726729"
"ASSOCIATION SPORTIVE DU LP HELENE BOUCHER","Pratique des sports par les eleves","18 rue Rosenberg","69200","VENISSIEUX","4.890852","45.698211"
"UNION SPORTIVE DE TALUYERS","Pratique de l'athletisme","Mairie","69440","TALUYERS","4.718463","45.640271"
"ASSOCIATION SPORTIVE DE LA PEROLLIERE","Pratique des sports par les eleves","La perolliere","69210","SAINT-PIERRE-LA-PALUD","4.602064","45.803291"
"OLYMPIQUE DES GRATTE CIEL VILLEURBANNAIS","Pratique des sports et loisirs par les jeunes","14 rue du progres","69100","VILLEURBANNE","4.894201","45.763351"
"ETOILE DE SAINT GENIS LAVAL","Pratique des sports","55 avenue Georges Clémenceau","69230","SAINT-GENIS-LAVAL","4.79428","45.696976"
"LA TREILLE VOURLOISE","Pratique des sports","Cafe loos","69390","VOURLES","4.778167","45.658872"
"ASSOCIATION SPORTIVE ASSOCIATION SPORTIVE DU CET DE GIVORS","Pratique des sports par les eleves","7 avenue danielle casanova","69700","GIVORS","4.76644","45.594047"
"SOCIETE SPORTIVE DES MONTS D'OR","Pratique des sports","Mairie","69370","SAINT-DIDIER-AU-MONT-D'OR","4.797937","45.81068"
"ASSOCIATION SPORTIVE ECULLOISE","Pratique des sports","Mairie","69130","ECULLY","4.792558","45.773679"
"CLUB OLYMPIQUE RENAULT","Pratique des sports","364 route de vienne","69200","VENISSIEUX","4.854377","45.718486"
"GERSPORT CLUB","Pratique des sports","50 cours de la republique","69100","VILLEURBANNE","4.873838","45.766429"
"L'INDUSTRIELLE HARMONIE DE SAINT FONS","L'enseignement de l'art musical et l'étude de la musique d'ensemble","4 avenue Albert Thomas","69190","SAINT-FONS","4.858864","45.707629"
"GROUPEMENT INTERCOMMUNAL DES SOCIETES MUSICALES DU SUD LYONNAIS","Defense des interets des societes adherentes, organiser des","Mairie","69310","PIERRE-BENITE","4.819773","45.701814"
"L'ECHO DE CHASSELAY SOCIETE INSTRUMENTALE","Education musicale populaire.","Mairie","69380","CHASSELAY","4.763756","45.87592"
"LES ECHOS DU VAL D'AZERGUES","Execution de la musique instrumentale","","69380","MARCILLY-D'AZERGUES","4.727699","45.864902"
"COMITE D'INTERET LOCAL DES ESSARTS","Defendre les interets generaux des quartiers","Boulevard des promenades","69500","BRON","4.890938","45.736745"
"COMITE DE DEFENSE DES INTERETS COMMUNS DU PONT D'ALAI","Gestion d'une garderie d'enfants","Cafe fayolle 14 avenue charles de gaulle","69160","TASSIN-LA-DEMI-LUNE","4.773751","45.757285"
"GROUPE D'ENTRAIDE DE L'ENTREPRISE REXROTH SIGMA","Favoriser le developpement moral de ses membres","91 boulevard irene joliot curie","69200","VENISSIEUX","4.881244","45.712199"
"GROUPEMENT D'ENTRAIDE LAURENT MATHERON","Venir en aide a ses adherents dans la gene","124 avenue charles de gaulle","69160","TASSIN-LA-DEMI-LUNE","4.775651","45.759216"
"SERVICE INTERENTREPRISE DE MEDECINE DU TRAVAIL DE CROIX LUIZET","Creer, developper et gerer un service medical interentreprise","39 a rue du 8 mai 1945","69100","VILLEURBANNE","4.892486","45.779348"
"SYNDICAT D'INITIATIVE DE LA REGION DE MORNANT","Etudier et realiser les mesures tendant a accroitre l'activite touristique","Mairie","69440","MORNANT","4.670926","45.619337"
"COMITE INTERPROFESSIONNEL POUR L'EXERCICE DE LA MEDECINE DU TRAVAIL CANTON DE SAINT SYMPHORIEN SUR COISE","Organiser et gerer le service interentreprises de medecine du","40 avenue de la liberation","69590","SAINT-SYMPHORIEN-SUR-COISE","4.457614","45.632797"
"ASSOCIATION PARITAIRE FIDESIENNE INTERENTREPRISES DES SERVICES MEDICAUX DUTRAVAIL (APFMT)","Creer, organiser, developper les services medicaux du travail","Grande tuilerie du rhone","69610","SAINTE-FOY-L'ARGENTIERE","4.471371","45.703579"
"AMICALE INTER CLASSES DE RILLIEUX LA PAPE","Organisation et animation de la fete patronale de st denis","Cafe de la bascule","69140","RILLIEUX-LA-PAPE","4.898591","45.821314"
"ASSOCIATION DU FORT DE BRON","Promouvoir l'amenagement d'un parc de loisir sur le site de l'an","Maison des societes","69500","BRON","4.915795","45.736042"
"VELO CLUB DE SAINT FONS","Pratique du cyclisme","60 rue carnot","69190","SAINT-FONS","4.863345","45.707894"
"VELO CLUB DE LA SAONE","Pratique du cyclisme","Salle des societes 34 rue pierre carbon","69270","FONTAINES-SUR-SAONE","4.847586","45.833761"
"CLUB LYONNAIS DES AMIS DU VELO","Pratique du sport cycliste","Vap n°15","69100","VILLEURBANNE","4.890035","45.768975"
"TENNIS CLUB DE LYON","Pratique du tennis","2 boulevard du 11 novembre","69100","VILLEURBANNE","4.864823","45.778922"
"TENNIS CLUB DE LA DEMI LUNE","Pratique du tennis","Chemin vert","69160","TASSIN-LA-DEMI-LUNE","4.780706","45.761472"
"AMICALE DES ANCIENS RUGBYMENS DU LYONNAIS","Pratique du rugby","80 rue des fontanieres","69100","VILLEURBANNE","4.88388","45.772874"
"ASSOCIATION DE PREVOYANCE DES SECRETAIRES DE POLICE D'ETAT DE LYON","Entretenir des relations amicales et resserrer les liens de solidarite entre ses membres","44 rue Gambetta","69270","FONTAINES-SUR-SAONE","4.845864","45.835199"
"ASSOCIATION DE PREVOYANCE INTERPROFESSIONNELLE DES CADRES ET INGENIEURS DE LA REGION LYONNAISE","Garantir diverses prestations en cas de deces ou d'invalidite","38 rue francois pessel","69300","CALUIRE-ET-CUIRE","4.840949","45.795042"
"SOCIETE CORPORATIVE D'ENTRAIDE SOCIALE DE LA SOCIETE L'EBENOID A","Aide morale, sociale, materielle a ses membres","8 rue des fleurs","69100","VILLEURBANNE","4.895256","45.754623"
"UNION DES RETRAITES DES ORGANISMES SOCIAUX REGION RHONE ALPES","Defense des interets des beneficiaires du regime de prevoyance TRANSFERE en 2003 dans l'AIN","68 rue anatole france","69100","VILLEURBANNE","4.875301","45.767434"
"UNION DES SOCIETES PHILATELIQUES DE LYON ET DE LA REGION","Etude et défense des intérêts communs","16 allée des Camélias","69120","VAULX-EN-VELIN","4.931439","45.754311"
"GROUPEMENT ARTISTIQUE DE TASSIN","Promouvoir l'education populaire par l'organisation de seances cinematographiques","62 avenue du 8 mai 1945","69160","TASSIN-LA-DEMI-LUNE","4.761289","45.76102"
"UNION ARTISTIQUE DES CHEMINOTS FRANCAIS GROUPE DE BADAN","Pratique de la danse par les cheminots et leurs familles","1 rue francois aynard","69520","GRIGNY","4.777118","45.60187"
"OFFICE REGIONAL DES OEUVRES LAIQUES D'EDUCATION PAR L'IMAGE ET PAR LE SON","Culture cinematographique dans les milieux scolaires","36 avenue general de gaulle","69300","CALUIRE-ET-CUIRE","4.852942","45.804582"
"UNION ARTISTIQUE ET INTELLECTUELLE DES CHEMINOTS FRANCAIS DE VENISSIEUX","Etude et pratique d'activites artistiques","75 rue gabriel peri","69200","VENISSIEUX","4.873129","45.703971"
"SOCIETE DE NEURO PSYCHIATRIE MEDICO SOCIALE DE LA REGION LYONNAISE","Etude des problemes de la neuro psychiatrie et de l'hygiene","59 boulevard pinel","69500","BRON","4.897201","45.74789"
