"name","description","address","zipcode","city","longitude","latitude"
"OEUVRE MISSIONNAIRE FOI ET ACTION","Atteindre tous les non croyants dans le monde par","215 rue leon blum","69100","VILLEURBANNE","4.911022","45.762175"
"LES REPENTIS","Repondre aux besoins sociaux culturels","5 rue pierre dupont","69200","VENISSIEUX","4.869843","45.695298"
"CERCLE D'ECHECS SAINT GENOIS","Etude et pratique du jeu d'echecs","16 avenue foch","69230","SAINT-GENIS-LAVAL","4.79191","45.694347"
"ASSOCIATION SPORTIVE DE L'OUEST LYONNAIS","Pratique du sport de competition football loisirs","31 avenue de lauterbourg","69160","TASSIN-LA-DEMI-LUNE","4.778749","45.75862"
"POWER NIGHT (ASSOCIATION D'ANIMATION DE SOIREE DANSANTE)","Animer le plus de soirees pour le plus de personnes en gardant un prix de prestation le plus bas","26 lotissement le chateau","69510","THURINS","4.638625","45.686899"
"CAR DE TOUR","Promouvoir le tourisme social en particulier dans le secteur des","8 avenue gabriel péri","69190","SAINT-FONS","4.855151","45.708086"
"LUEUR","Promouvoir et favoriser la solidarite, la culture arabe,","3 chemin des maraichers","69120","VAULX-EN-VELIN","4.909058","45.78801"
"ASSOCIATION DES JEUNES DU MONERY (AJM)","Organiser des activites sportives, des sorties pour les jeunes de","23 rue beethoven","69200","VENISSIEUX","4.897281","45.692446"
"ASSOCIATION PROJETS ETUDIANTS ENTREPRISES (APEE)","Encourager et promouvoir les contacts entre etudiants et le monde","26 rue des gasses","69450","SAINT-CYR-AU-MONT-D'OR","4.811196","45.822042"
"ASSOCIATION DES CONSOMMATEURS D'EAU DE GRIGNY GIVORS LOIRE SUR RHONE","Defense des consommateurs d'eau de grigny givors loire sur rhone","36 avenue de la colombe","69520","GRIGNY","4.799241","45.617173"
"BELLULUE","Interesser a la vie du village des personnes ayant leur travail a","Mairie de lentilly","69210","LENTILLY","4.66265","45.818467"
"LES PIEDS TANQUES","Jeux de petanque.","36 rue jules krumer","69100","VILLEURBANNE","4.890461","45.765326"
"TENNIS MULTI SPORTS VACANCES","Promouvoir soutenir favoriser les oeuvres d'educations populaires","Les gouttenoires","69670","VAUGNERAY","4.645361","45.719321"
"SANS INTERDIT","Creation de spectacles","1 avenue benoit barlet","69330","MEYZIEU","4.997648","45.776597"
"COUDE A COUDE","Aide aux projets de developpement du village de koudathiou au mali","1 impasse des roses","69190","SAINT-FONS","4.859789","45.702543"
"OSER","Aider les membres adherents et toute personne physique ou morale","261 route du mont verdun","69760","LIMONEST","4.774696","45.837579"
"COMITE DE SOUTIEN ET D'ENTRAIDE DE CHRISTIANE GERARD ET JOHAN","Soutien et entraide","75 rue pierre drevet","69300","CALUIRE-ET-CUIRE","4.874767","45.805189"
"TOP CHRONO","Pratique du velo tout terrain (vtt)","36 rue centrale","69290","CRAPONNE","4.718473","45.745926"
"COMITE RHONE ALPES COURSE ROLLER SKATING","Organiser developper controler la pratique de la course sur patins","6 chemin saint roch","69260","CHARBONNIERES-LES-BAINS","4.745084","45.778424"
"A L'ANGLE DE L'ART","Favoriser et developper les echanges entre les professionnels des","Chemin de la civaude","69440","MORNANT","4.678538","45.613609"
"LA RIME EN CHANTIER","Promotion de la creation locale dans les domaines de la chanson","2 avenue du val de saone","69580","SATHONAY-CAMP","4.874494","45.827141"
"AFRIQ'EXPRESSION","Contribuer a diffuser a demontrer la culture et le folklore","26 avenue georges dimitrov","69120","VAULX-EN-VELIN","4.924437","45.777406"
"GIVORS GYMNASTIQUE RYTHMIQUE ET SPORTIVE (GIVORS GRS)","Faire connaitre la gymnastique rythmique et sportive et faire","3 allee jean moulin","69700","GIVORS","4.764701","45.60624"
"ASSOCIATION HUMANITAIRE DES LYONS","Activites de bienfaisance","15 rue emile decorps","69100","VILLEURBANNE","4.899594","45.75589"
"CLUB 147","Creation d'un espace prive au sein duquel seul les membres","147 rue leon blum","69100","VILLEURBANNE","4.904119","45.760613"
"AGIR ENSEMBLE","Developper un club de reflexion et de participation a la vie","104 route nationale","69330","JONAGE","5.054084","45.79874"
"AMICALE DES SEBASTATSIS DE DECINES ET ENVIRONS","De reunir plusieurs fois par an les descendants des armeniens","40 rue Nungesser","69150","DECINES-CHARPIEU","4.94461","45.771269"
"ASSOCIATION DEVELOPPEMENT ENTRAIDE MEDICALE FRANCE AFRIQUE (ADEMFA)","Aides humanitaires medicales scolaires vestimentaires sociales","26 rue paul bovier lapierre","69530","BRIGNAIS","4.760932","45.670718"
"AC SAINT PRIEST (AGIR ENSEMBLE CONTRE LE CHOMAGE ET L'EXCLUSION)ET EN SECTION AUTONOME","Revendiquer des droits pour les chomeurs combattre le chomage","2 boulevard edouard herriot","69800","SAINT-PRIEST","4.940014","45.694809"
"ASSOCIATION DES ELEVES DE LA PROMOTION MEDECIN GENERAL INSPECTEUR FOURNIAL","Favoriser la cohesion de la promotion medecin general inspecteur","Essa de lyon bron","69500","BRON","4.91862","45.725994"
"ASSOCIATION DES HABITANTS RENOIR 2001","De favoriser et developper la participation des habitants du","10 rue renoir","69140","RILLIEUX-LA-PAPE","4.888117","45.811373"
"LES CHEMINS D'ESPERANCE","Appuyer les populations locales en difficulte en france ou a","41 chemin de la raude","69160","TASSIN-LA-DEMI-LUNE","4.773391","45.753617"
"CO-EFFICIENCES","Mettre en oeuvre des moyens humains et materiels afin d'assurer des actions de fonction dans le respect des textes en vigueur. louer et acquerir tous materiels de fonction","17 rue cyprian","69100","VILLEURBANNE","4.901811","45.758552"
"CLUB D'ENTREPRISES INSERANTES MULTI BRANCHES","Reunion des personnes morales et physiques ayant la volonte","5 square laurent bonnevay","69500","BRON","4.899983","45.730286"
"LES COMEDIENS DU CLAIR DE LUNE","Troupe de théâtre amateur","Place de l'Europe","69330","MEYZIEU","5.004835","45.765618"
"LOISIRS NATURE SANTE (LES GUSTINES)","Connaissance de l'individu par la nature. sante nature :","47 avenue de la republique","69370","SAINT-DIDIER-AU-MONT-D'OR","4.798355","45.810979"
"ASSOCIATION DES CONSOMMATEURS D'EAU DU SECTEUR MILLERY-MORNANT","Defense des consommateurs d'eau de la region. respect de la qualite de l'eau et de son environnement","Mairie","69440","MORNANT","4.670926","45.619337"
"AQUACULTURE SANS FRONTIERES","Le developpement de la peche et de l'aquaculture afin","Chemin du tronchil","69280","SAINTE-CONSORCE","4.686586","45.778913"
"LE RASSEMBLEMENT DE CHAMPAGNE AU MONT D'OR","De promouvoir les valeurs republicaines fondees par le general","4 rue du pave","69410","CHAMPAGNE-AU-MONT-D'OR","4.786029","45.801758"
"SOLIDARITE POUR LE DROIT AU LOGEMENT BRON","Solidarite agit avec des personnes ou familles ayant un probleme","32 rue paul pic","69500","BRON","4.902949","45.729534"
"METIERS GROUPEMENTS FRANCAIS DES SERVICES (MGF SERVICES)","Aider des demandeurs d'emploi et toutes personne desirant lutter","3 rue maxime gorki","69200","VENISSIEUX","4.874","45.697436"
"HELP FORMATION EMPLOI RHONE ALPES","Mettre en relation les differents adherents chomeurs avec les","20 b rue anatole france","69120","VAULX-EN-VELIN","4.921889","45.7842"
"KNUG FAUTEURS D' IMAGES","La production realisation et post production de films sur tout","28 cours de la republique","69100","VILLEURBANNE","4.873724","45.768551"
"CONTACTS ORGANISES PAR L'UNIVERSITE POUR LA REUSSITE SCOLAIRE(COURS)","Assurer un soutien scolaire a des collegiens ou a des lyceens","4 chemin du mont pilat","69120","VAULX-EN-VELIN","4.910291","45.781107"
"LA LUMIERE","Promouvoir organiser ou participer a des actions culturelles","13 chemin du mont pilat","69120","VAULX-EN-VELIN","4.910479","45.780825"
"ESPACE MUSICAL POUR L'AUTOMNE","La pratique musicale d'ensemble par et pour des personnes","12 ancienne route d'heyrieux","69200","VENISSIEUX","4.891171","45.718305"
"ASSOCIATION FORMATION ECHANGE COOPERATION","De servir de plate forme aux enchanges et aux cooperations sur","356 e 33 route de genas","69500","BRON","4.914012","45.749212"
"COMPAGNIE DE LA GENESE","La creation theatrale","148 allee du puy d'or","69760","LIMONEST","4.773794","45.817823"
"ASSOCIATION DES ANCIENS ELEVES DE L'ECOLE LYONNAISE DE PLANTES MEDICINALES","Rassembler les anciens eleves de l'ecole lyonnaise de plantes","25 rue anatole france","69580","SATHONAY-CAMP","4.879565","45.822985"
"AURORE","Favoriser l'enseigement et la pratique de toute activite de","Le potencinet","69850","SAINT-MARTIN-EN-HAUT","4.532578","45.638121"
"ASSOCIATION POUR LA PROMOTION DES PETITS EMPLOIS (APPE)","Lutte contre le chomage de developper les petits emplois la","8 route du bruissin","69340","FRANCHEVILLE","4.76061","45.736431"
"ASSOCIATION SPORTIVE ET CULTURELLE PORTUGAISE DE DECINES","A pour but d'organiser des manifestations sportives et culturelles","40 rue paul et marc barbezat","69150","DECINES-CHARPIEU","4.939712","45.758527"
"ACTI CADRES","Prestations intellectuels et de services","71 rue georges clemenceau","69110","SAINTE-FOY-LES-LYON","4.805631","45.743683"
"J'AIME SAINT GERMAIN","Promouvoir l'activite economique et sociale proteger notre","8 avenue Jacques Brel","69650","SAINT-GERMAIN-AU-MONT-D'OR","4.806132","45.889128"
"UNION DE DEFENSE DES ENTREPRENEURS COMMERCANTS ARTISANS PROFESSIONS LIBERALES ET CREATEURS D'EMPLOI (UDECAP)","Promouvoir la libre entreprise en oeuvrant pour la dereglementa-","18 boulevard carnot","69580","SATHONAY-CAMP","4.871379","45.818781"
"PALMES APNEE NATATION (PAN CLUB)","Pratique de l'education physique et des sports","9 rue jean lurcat","69200","VENISSIEUX","4.889457","45.724254"
"ASSOCIATION NATIONALE DES HOPITAUX LOCAUX","Defendre, promouvoir et reprenser l'hopital local","Hopital intercommunal","69930","SAINT-LAURENT-DE-CHAMOUSSET","4.466074","45.739176"
"ASSOCIATION SPORTIVE PARCS ET SPORTS","De promouvoir la pratique du football","Parcs et sports","69680","CHASSIEU","4.969677","45.742338"
"T","O","","69300","CALUIRE-ET-CUIRE","4.848745","45.797623"
"ORGANISATION RECRUTEMENT CONSEIL AUDIT LYONNAIS (ORCAL)","La formation pour l'aide a l'emploi des jeunes et des adultes","1319 route de lyon","69390","VERNAISON","4.819476","45.657659"
"INTER SPORTS LOISIRS VAULX EN VELIN","Conception et realisation de manifestations culturelles et","Piscine jean gelet","69120","VAULX-EN-VELIN","4.935782","45.786429"
"PRESTI SPORTS","Organisation de manifestations sportives","12 rue des Bergeonnes","69890","LA-TOUR-DE-SALVAGNY","4.71404","45.814524"
"OPTIMUM","Ingenierie conseil formation des differents acteurs socio-","29 rue benjamin raspail","69100","VILLEURBANNE","4.882139","45.773444"
"MAISON DES JEUNES ET DE LA CULTURE DE POLLIONNAY","Maison des jeunes et de la culture de pollionnay constitue un","Mairie de pollionnay","69290","POLLIONNAY","4.661591","45.765756"
"NEMESIS","Promotion du sport automobile et plus particulierement","58 route du bruissin","69340","FRANCHEVILLE","4.749956","45.732805"
"CONCORDIA","Favoriser les relations entre francais russes et europeens","5 rue des acacias","69630","CHAPONOST","4.74789","45.713848"
"ACADEMIE D'ARTS PLASTIQUES FORMES ET COULEURS","Expression de chacun a travers l'acquisition de techniques","609 avenue general de gaulle","69760","LIMONEST","4.772106","45.839012"
"LA MAISON DU VERSEAU 69","Promouvoir dans la societe les principes fondamentaux qui","108 rue simone de beauvoir","69330","MEYZIEU","5.01327","45.774223"
"INTERVALLE","Favoriser par tous les moyens l'emergence professionnelle","15 avenue general leclerc","69100","VILLEURBANNE","4.890936","45.75851"
"VENISSIEUX INSERTION EMPLOI","Participer à la mise en oeuvre du plan local d'insertion pour l'emploi de vénissieux conformément à la délibération n°3 du conseil municipal de vénissieux du 28.03.94. elle a pour mission de contribuer à l'insertion sociale et économique des populations exclues du monde du travail par une mise en situation de travail dans le milieu ordinaire de l'entreprise, par une formation qualifiante, par un accompagnement social approprié.","51 rue des martyrs de la résistance","69200","VENISSIEUX","4.874425","45.692376"
"ASSOCIATION DES LOCATAIRES DE L'UC 4","Aide et entraide des locataires de l'uc 4","150 avenue saint exupery","69500","BRON","4.908396","45.727232"
"AIDE AUX ENFANTS DIABETIQUES EN ROUMANIE","Organiser des stages de vacances dans des centres specialises","Chez le docteur irina kornbaum","69300","CALUIRE-ET-CUIRE","4.835424","45.782977"
"LA ZUP DE RILLIEUX LA PAPE D'AUJOURD'HUI ET DE DEMAIN","Activites d'animation locale et entraide entre les membres de","62 b avenue de l'europe","69140","RILLIEUX-LA-PAPE","4.898717","45.815832"
"BRITISH RACING GREEN","Pratique de rallyes touristiques de regularite pour vehicules","36 chemin de la batterie","69500","BRON","4.913297","45.746148"
"FORME ' PLUS","Prestations de formation et de loisirs","6 rue de boyer","69160","TASSIN-LA-DEMI-LUNE","4.785583","45.760258"
"STATION DES SENS","Organisation et la promotion de toutes formes d'expression","7 place carnot","69700","GIVORS","4.771355","45.586087"
"ASSOCIATION RHODANIENNE POUR LA DEFENSE DE LA LANGUE FRANCAISE","Son but est analogue a celui de l'association meme dont elle","Le tilleul","69130","ECULLY","4.779146","45.772639"
"LES PETITS CHAUSSONS","De pouvoir se faire connaitre par un grand nombre de personnalite","83 boulevard ambroise croizat","69200","VENISSIEUX","4.888487","45.69749"
"CHAMBRE SYNDICALE DES CONSEILS EN SOCIETES INTERNATIONALES(CSCSI)","Reunir les professionnels du service aux entreprises dans le","1o rue du 8 mai 1945","69650","QUINCIEUX","4.772051","45.913672"
"COLLECTIF REGIONAL DES RADIOS D'EXPRESSION RHONE ALPES(CORREX)","Federer en rhone alpes les radios privees associatives laiques","53 rue francisque jomard","69600","OULLINS","4.792782","45.717276"
"LES AMIS DE SOUFFLOT A LA RIVETTE","Sauvegarde et renaissance de la rivette, de son environnement","17 montee des forts","69300","CALUIRE-ET-CUIRE","4.830686","45.794513"
"ORGANISME INTERACTIF NOVATEUR D'EGALITES SOCIALES (OINES)","Lutte contre toutes formes d'exclusion mise en place d'actions","6 rue victor jara","69100","VILLEURBANNE","4.918325","45.766413"
"ASSOCIATION SPORTIVE DE BATINET","Pratiquer le football en loisirs","5 rue pierre devaux","69360","SEREZIN-DU-RHONE","4.821468","45.629594"
"SOS CB RHONE ALPES 14 FOX TANGO LIMA GROUPE CAROLE","Assurer les assistances la securite et le secours des competitions","35 rue de muhlheim","69800","SAINT-PRIEST","4.934279","45.701578"
"ASSOCIATION POUR LE FINANCEMENT DE LA CAMPAGNE ELECTORALE DE MARC FRAYSSE","Organiser le financement de la campagne de m fraysse en de l'elec-","154 rue louis becker","69100","VILLEURBANNE","4.879342","45.765269"
"LES SOLITAIRES","Entrer dans une pratique de la didactique des connaissances pour","12 rue richelieu","69100","VILLEURBANNE","4.877946","45.761567"
"FIT HOUSE","Pratiquer le fitness en salle et a domicile (gym. stretching...)","9 rue victor hugo","69100","VILLEURBANNE","4.880504","45.756384"
"FOOTBALL CLUB CONTINENT VAULX EN VELIN","Organiser des epreuves sportives et toutes activites s'y","236 avenue franklin roosevelt","69120","VAULX-EN-VELIN","4.930684","45.746691"
"MICROLOGS","Informatique sur micro-ordinateur et console de jeux la distribu-","10 rue georges marannes","69200","VENISSIEUX","4.864237","45.722733"
"COMITE LOCAL POUR LE LOGEMENT AUTONOME DES JEUNES DE VENISSIEUX (CLLAJDE VENISSIEUX)","Participer a mise en oeuvre d'un lieu de coordination pour favori-","20 rue claude debussy","69200","VENISSIEUX","4.874364","45.698099"
"MOTO CLUB LES ALAMBICS DE-MONTS","Reunir les motocyclistes des monts du lyonnais les informer des","1 grande rue","69510","YZERON","4.589264","45.707435"
"ALGERIA (AIDE ET SECOURS)","Aider les familles a rapatrier le corps des defunts dans leur pays","9 rue guynemer","69500","BRON","4.922281","45.74463"
"ASSOCIATION DES CADRES METHODES ET TECHNIQUES DE GESTION DANS L'ENTREPRISE","Creeer un reseau de cadres issus de la formation 'methodes et tech","19 avenue guy de collongues","69130","ECULLY","4.765882","45.783321"
"14 ROMEO GOLF","Etablir des liaisons radios en vue d'echanger des cartes postales","21 rue des ecoles","69730","GENAY","4.838334","45.896938"
"LES AMIS DE SAINT RAPHAEL","Promouvoir loisirs animation culture pour les residents de la","29 rue de la republique","69270","COUZON-AU-MONT-D'OR","4.831396","45.843738"
"INSTITUT DE L'ENSEIGNEMENT ARABE","Enseigner la langue et la culture arabe, organiser des cours de","11-13 avenue de la république","69200","VENISSIEUX","4.86993","45.707359"
"ASSOCIATION PERMIS CAPITAL POINTS (APCP)","Assurer formation specifique des conducteurs en vue de la reconsti","Le petit pont sud","69850","SAINT-MARTIN-EN-HAUT","4.556031","45.658125"
"KATIA MULTIMEDIA","Developper les connaissances commerciales et techniques dans l'in-","7 rue de verdun","69800","SAINT-PRIEST","4.928895","45.700269"
"ASSOCIATION DES JEUNES ARTISTES D'OUTRE MER DE LYON (AJAOL)","Aider les jeunes dans le domaine artistique musique peinture","2 place auguste renoir","69140","RILLIEUX-LA-PAPE","4.887996","45.810771"
"CHASSAGNES BOLIVIE","Creer et developper les echanges culturels et linguistiques","13 chemin des chassagnes","69600","OULLINS","4.809774","45.722735"
"LES JOYEUX GALOPINS","De promouvoir la randonnee pedestre sous toutes ses formes","Mairie","69770","LONGESSAIGNE","4.425053","45.791542"
"MUSYRIADE","Permettre aux artistes et aux personnes assimilees aux professions","36 rue alsace lorraine","69500","BRON","4.914477","45.73504"
"POLE RECHERCHE ET INFORMATION SANTE EN MILIEU ETUDIANT RHONEALPES (PRISME R.A.)","Promouvoir developper des recherches et des actions visant","43 boulevard du 11 novembre 1918 service","69100","VILLEURBANNE","4.872319","45.779216"
"AUTRE DONNE","Susciter et promouvoir l'autonomie de personnes ayant besoin de","20 avenue de la californie","69600","OULLINS","4.798141","45.721913"
"LES LUTINS DE L'OUEST","De creer et animer un relais d'assistantes maternelles inter-","Mairie","69290","SAINT-GENIS-LES-OLLIERES","4.726279","45.756109"
"ECULLY 95","Etre le mandataire de m delachaux alain pour le financement","48 chemin du tronchon","69130","ECULLY","4.770827","45.792363"
"SAINT DIDIER AU MONT D'OR PASSIONNEMENT","La reflexion pour l'avenir de st didier au mont d'or","4 chemin de favril","69370","SAINT-DIDIER-AU-MONT-D'OR","4.79459","45.815493"
"ASSOCIATION ARBRESLOISE DE DRESSAGE DE CHIENS","De dresser des chiens de toutes races en toutes securites","9 rue ann franck","69210","L'ARBRESLE","4.613622","45.837756"
"ARCHIPEL COMMUNICATION","La redaction la publication de toutes formes d'imprimes catalogues","34 cours emile zola","69100","VILLEURBANNE","4.865547","45.770592"
"CLUB DE LA VERANDE","Information et utilisation des techniques d'assemblages textiles","Chemin de la verande","69380","CIVRIEUX-D'AZERGUES","4.718346","45.862348"
"JEAN PAUL FAYARD COMPETITION","Pratique du sport motocycliste side car","8 rue jabouret","69250","FLEURIEU-SUR-SAONE","4.846014","45.86593"
"CLUB POSITIVE CAREER MANAGEMENT RHONE ALPES (CLUB PCM RHONE ALPES)","De favoriser l'evolution professionnelle des candidats et des","120 Bis rue Emile Zola","69150","DECINES-CHARPIEU","4.954208","45.762282"
"SOUTIEN ISRAELITE DU RHONE NAHALAT DAVID","Le soutien aux personnes aux familles necessiteuses ainsi que","171 cours tolstoi","69100","VILLEURBANNE","4.889691","45.759804"
"ASSOCIATION MANIFESTATIONS DES TRANSPORTS RHONE ALPES (AMTRA)","De developper l'animation du transport dans la region et mettre","Chemin du prelong","69210","LENTILLY","4.679079","45.831931"
"ARTICLE 23 LIVRABRON","L'aide aux chomeurs dans la recherche d'un emploi definitif","208 avenue franklin roosevelt","69500","BRON","4.914167","45.731371"
"SPORT ET PERFORMANCES POUR TOUS (S.PO.T.)","Initier aux sports les personnes handicapees et valides ensembles","Le hameau du midi","69310","PIERRE-BENITE","4.829035","45.69815"
"PONEY CLUB ET CENTRE EQUESTRE DU VIEUX BOURG","Approche et respect du poney du cheval et de la nature initiation et soins et pensions des poneys des chevaux des adherents","Chemin des douves","69700","MONTAGNY","4.748314","45.628334"
"PLANETE FRANCE","Le projet voyage en france et dom tom organiser et realiser des","628 rue de l'ozon","69360","SOLAIZE","4.845651","45.634475"
"QUARTIER LAURENT BONNEVAY ASSOCIATION (Q.L.B.A.)","Creer des animations des liens de rassembler un maximum de jeunes","103 place laurent bonnevay","69800","SAINT-PRIEST","4.949144","45.692666"
"TIR AU VOL DU JAREZ","La pratique de l'education physique et des sports","Stand de font merle","69440","SAINT-DIDIER-SOUS-RIVERIE","4.592624","45.579014"
"RECHERCHE ET DEVELOPPEMENT SCIENTIFIQUES APPLIQUES AL'ENVIRONNEMENT","De valoriser et de promouvoir la recherche scientifique afin de","12 rue jubin","69100","VILLEURBANNE","4.867718","45.771789"
"ASSOCIATION SPORTS LOISIRS SAINT DIDIER","La gestion et l'entretien d'installations a usage sportif etc","Stand de font merle","69440","SAINT-DIDIER-SOUS-RIVERIE","4.592624","45.579014"
"GROUPEMENT D'ENTRAIDE ET DE SOLIDARITE (GES)","L'entraide technique et financiere aux operateurs economiques en","19 bis rue antoine billon","69200","VENISSIEUX","4.88042","45.697608"
"GROUPEMENT D'EMPLOYEURS POUR L'INSERTION ET LA QUALIFICATION DANS LESENTREPRISES DE TRAVAUX PUBLICS GEIQ TP","De recruter des personnes qui eprouvent des difficultes","Syndicat general des entrepreneurs","69100","VILLEURBANNE","4.861118","45.773675"
"AMICALE DES CLASSES EN 5 DE BRINDAS","De resserrer les liens qui unissent les conscrits de cette","Mairie de brindas","69126","BRINDAS","4.712172","45.727064"
"ACADEMIE DE MUSIQUE","L'apprentissage de la musique a travers la formation musicale","586 avenue general de gaulle","69760","LIMONEST","4.771549","45.836667"
"LES SOURIS DANSENT","Promouvoir la danse et les jeunes createurs au travers de cours","39 chemin de la croix pivort","69110","SAINTE-FOY-LES-LYON","4.805096","45.730741"
"SLAPATOUVA","Activite musicale donner des cours de percussions organiser des","8 avenue des alpes","69510","MESSIMY","4.675514","45.697755"
"ASSOCIATION DES ASSISTANTS DE DIRECTION DU LYCEE DE VIENNE SAINT ROMAIN ENGAL","La formation professionnelle et pedagogique de ses membres","Lycée de vienne saint romain en gal","69560","SAINT-ROMAIN-EN-GAL","4.858416","45.536364"
"LOGOSTAR","Apporter aux associations et jeunes entreprises un soutien dans","21 chemin de boutary","69300","CALUIRE-ET-CUIRE","4.854155","45.792403"
"CLUB DE LOISIRS DE LA STEPE (C.L.S.)","Des activites physiques culturelles et sportives","25 montee castellane","69140","RILLIEUX-LA-PAPE","4.899213","45.808963"
"INSTITUT ECONOMIQUE FRANCE MALTE","De promouvoir les echanges culturels scientifiques et economiques","53 chemin de taffignon","69110","SAINTE-FOY-LES-LYON","4.775799","45.728339"
"FIFTIGONES","Voyages et loisirs","68 bis chemin de la teyssonniere","69140","RILLIEUX-LA-PAPE","4.911091","45.812748"
"I TONE PRODUCTION","Organiser des festivals promouvoir toutes formes artistiques","26 rue de la republique","69270","COUZON-AU-MONT-D'OR","4.831424","45.844256"
"VIKING EUROPEEN","Contacts locaux nationaux internationaux service d'entraide","110 avenue pierre brossellette","69500","BRON","4.9208","45.739681"
"ASSOCIATION A VOCATION ECONOMIQUE ET INSERTION AVE INSERTION","De favoriser l'insertion sociale et professionnelle des personnes","3 lot les marguerites","69360","SIMANDRES","4.876796","45.619156"
"VIVE LES ARTISTES","Intervenir dans des structures socio culturelles pour proposer operations d'enseignement artistique sous forme d'ateliers stages etc","49 rue marcel girardin","69330","MEYZIEU","5.007519","45.772554"
"ACADEMIE D'AIKI TAISO DU PILAT","L'enseignement et le developpement de l'aiki taiso selon","Place de la passerelle","69420","CONDRIEU","4.765855","45.462827"
"ASSOCIATION DU MARCHE BIOLOGIQUE DE SAINT GENIS LAVAL","De defendre les interets materiels et moraux des membres de","Mairie","69230","SAINT-GENIS-LAVAL","4.794065","45.695316"
"ASSOCIATION SPORTIVE SCOLAIRE SAINT EXUPERY","De former a la responsabilite au civisme a l'autonomie par la","Ecole saint exupery","69200","VENISSIEUX","4.894965","45.699181"
"COERRANCE","Etudier et creer les contextes de l'apprentissage et de la","63 avenue de bohlen","69120","VAULX-EN-VELIN","4.927698","45.766167"
"ASSOCIATION COULEUR ET FORME","De faire connaitre du public de diverses administrations ou","Maison du citoyen","69100","VILLEURBANNE","4.877229","45.755879"
"ATHLETIQUE CLUB CROIX ROUSSE","Developpement des disciplines enseignees a la federation","35 rue coste","69300","CALUIRE-ET-CUIRE","4.832874","45.783262"
"SQUASH EVASION","La tenue d'assemblees periodiques la publication d'un bulletin","1 rue du 35eme regiment d'aviation","69500","BRON","4.927668","45.73877"
"CERCLE SIASA","Contribuer a l'insertion de l'africain dans la societe","18 rue paul pic","69500","BRON","4.903981","45.729113"
"ASSOCIATION NATIONALE AGREEE POUR LES PROFESSIONS LIBERALES (ANA PL)","Developper chez ses membres l'usage de la comptabilite et de","55 avenue galline","69100","VILLEURBANNE","4.868324","45.776403"
"LOISIRS NOIRETTES","Loisirs detente des habitants et amis du quartier des noirettes","6 chemin de la ferme","69120","VAULX-EN-VELIN","4.912244","45.786126"
"LA COMPAGNIE DU SABLIER","Creation et exploitation theatrale et artistique","74 rue albert schweitzer","69740","GENAS","4.993482","45.729616"
"VIVRE SAINTE FOY","Dans le cadre d'une animation de la vie communale de sainte foy","192 chemin des fonts","69110","SAINTE-FOY-LES-LYON","4.784434","45.743673"
"BLUE BOYS OF KENTUCKY (BBOK)","Prestation musicale participation a divers evenements artistiques","8 rue lino ventura","69330","JONAGE","5.04896","45.787995"
"DOUBLE IMPACT","La promotion et l'information des techniques audiovisuelles","131 boulevard pinel","69500","BRON","4.890938","45.736745"
"ERAIN ENTREPRISES RHONE ALPES DE L'INDUSTRIE NUCLEAIRE","Dans le domaine de la sous traitance pour le compte des industries","158 avenue roger salengro","69100","VILLEURBANNE","4.884114","45.78074"
"CATECHINE","Preparation realisation diffusion etdition d'un catechisme","308 chemin de fontanieres","69350","LA-MULATIERE","4.810943","45.723069"
"AIDE ET SERVICES AUX PERSONNES AGEES ISOLEES ET HANDICAPEES(A.S.P.A.I.H.)","Accompagner les personnes agees isolees et handicapees a descendre","2 rue des lilas","69960","CORBAS","4.896144","45.663711"
"CATHARSIS","Epauler les jeunes et moins jeunes a s'integrer ou se reintegrer","Route du Col de la Luère","69290","GREZIEU-LA-VARENNE","4.677392","45.748417"
"DEMO","La gestion d'un cafe musique la programmation artistique","2 rue de la democratie","69200","VENISSIEUX","4.881368","45.694246"
"SURVIVRE","De venir en aide aux jeunes en proie a des difficultes sociales","69 rue des martyrs de la resistance","69200","VENISSIEUX","4.871311","45.690075"
"COMPAGNIE DU SOLEIL NOIR","Oeuvre litteraire et artistique oeuvre de l'esprit production et diffusion de spectacles et ateliers litteraires contes musiques et conferences","1 rue jacques prevert","69140","RILLIEUX-LA-PAPE","4.900425","45.816123"
"KOUD'MASS","La gestion d'un club photographique comprenant l'initiation","5 rue de bissardon","69300","CALUIRE-ET-CUIRE","4.840003","45.78139"
"OBJECTIF INSERTION","Promouvoir aupres des jeunes une solidarite pour faire face","5 rue marius pied","69120","VAULX-EN-VELIN","4.915757","45.787902"
"GROUPE RHONE ALPES DES DOCTEURS EN SCIENCES (GRADIENT)","Favoriser l'insertion professionnelle de jeunes docteurs","Universite claude bernard batiment astree","69100","VILLEURBANNE","4.867693","45.781075"
"HUIT CA SUFFIT","D'aider et d'encourager les initiatives d'habitants qui","3238 route de strasbourg","69140","RILLIEUX-LA-PAPE","4.900225","45.821829"
"LES LEZARDS VERTS","Gerer un mur d'escalade et de favoriser la pratique de l'escalade","Mairie","69330","PUSIGNAN","5.066942","45.755558"
"JEU DE ROLES CHAPONNOIS (JDRC)","La decouverte des differents jeux de roles divertissement par","9 route du bouleau","69630","CHAPONOST","4.723646","45.719306"
"AIDE A LA RECHERCHE D'ANCIENS (AARA)","De permettre aux ingenieurs issus de la 33eme promotion du","2 rue francois blondel","69330","JONAGE","5.048699","45.797243"
